text,clean_text,label,label_name
I was charged for the same thing twice,i was charged for the same thing twice,60,63
My account was charged twice for one purchase,my account was charged twice for one purchase,60,63
"I was charged twice for a restaurant, can you take the second charge off?",i was charged twice for a restaurant can you take the second charge off,60,63
I have a transaction that shows multiple times.,i have a transaction that shows multiple times,60,63
What happens when I am charged twice?,what happens when i am charged twice,60,63
I have been charged twice for the same transaction.,i have been charged twice for the same transaction,60,63
How do I get my money back for a duplicated charge?,how do i get my money back for a duplicated charge,60,63
I have a duplicate payment on my card.,i have a duplicate payment on my card,60,63
Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,several items i have charged this week are appearing twice please review my statement and remove any duplicate charges,60,63
I have a transaction showing multiple times.,i have a transaction showing multiple times,60,63
"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",hi i just looked at my card transactions and saw that i've been charged twice for a restaurant i went to this week can you remove the double charge please,60,63
I have been double charged,i have been double charged,60,63
I was double charged at a restaurant can you take the second charge off?,i was double charged at a restaurant can you take the second charge off,60,63
I have a duplicate charge,i have a duplicate charge,60,63
I got charged two times for a transaction,i got charged two times for a transaction,60,63
What happens with the duplicate charge in my account?,what happens with the duplicate charge in my account,60,63
Why have I been charged twice?,why have i been charged twice,60,63
I have two of the same charges on my account!,i have two of the same charges on my account,60,63
Why am I being charged for the same thing twice?,why am i being charged for the same thing twice,60,63
Who do I talk to for transactions debited twice?,who do i talk to for transactions debited twice,60,63
There is a duplicate charge on my account.,there is a duplicate charge on my account,60,63
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,i have been charged twice this week for a couple of things on my card can you please check this out for me and return the double charged items back,60,63
I got charged twice for the same payment. Please removed the pending payment. Thank you.,i got charged twice for the same payment please removed the pending payment thank you,60,63
I think I got charged twice for the same thing,i think i got charged twice for the same thing,60,63
It looks like I was charged twice for a single transaction,it looks like i was charged twice for a single transaction,60,63
"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",i had a duplicate card and bought something and it showed up twice i canceled my card how do i get my money back,60,63
There is a transaction showing up several times.,there is a transaction showing up several times,60,63
Transaction showing up many times.,transaction showing up many times,60,63
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made twice by mistake i went to pay at the store earlier which rejected once second time it worked app is on pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,60,63
Please tell me why the same transaction is showing up on my account more than once.,please tell me why the same transaction is showing up on my account more than once,60,63
I have duplicate charges for the same transaction,i have duplicate charges for the same transaction,60,63
I got double charged!,i got double charged,60,63
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,60,63
There are two of the same charges on my account.,there are two of the same charges on my account,60,63
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",hello i just checked my card transactions and saw that i was charged twice for a restaurant visit i did earlier this week is it possible to remove one of them and get my false paid money pack,60,63
"I'm really concerned because I only made one transaction, but it's appearing multiple times.",i'm really concerned because i only made one transaction but it's appearing multiple times,60,63
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",hello i am a college student who i recently attended my high school reunion at a local restaurant i paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment what could be the reason for this is there any way to have the fraudulent payment credited back onto my card,60,63
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,i was charged twice for an in store purchase that i thought was declined my app says that it's still pending for one of the payments please make sure one of the charges is removed,60,63
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",good day in reviewing my credit card activity over the last several days i see a repeated charge for a restaurant that i went to the charge was put through twice so i would like one of the charges corrected and the amount that was withdrawn to be reinstated please,60,63
Why do I have duplicate transactions for one purchase?,why do i have duplicate transactions for one purchase,60,63
I have a payment that shows twice,i have a payment that shows twice,60,63
I have been overcharged.,i have been overcharged,60,63
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,i have noticed that my account was double charged for a couple of items this week please review and refund the double charged items back,60,63
Why was I double charged?,why was i double charged,60,63
There's a duplicate charge on my account?,there's a duplicate charge on my account,60,63
Why does the same transaction appear multiple times?,why does the same transaction appear multiple times,60,63
Why did I get charged twice for the same thing,why did i get charged twice for the same thing,60,63
I have been charged two times for one transaction.,i have been charged two times for one transaction,60,63
Duplicate transactions appear on my account,duplicate transactions appear on my account,60,63
I made a payment and it is showing up twice,i made a payment and it is showing up twice,60,63
I was charged several times for something,i was charged several times for something,60,63
My card is showing the same transaction over and over again.,my card is showing the same transaction over and over again,60,63
A transaction is showing more than once.,a transaction is showing more than once,60,63
I was charged multiple times at the same location at the same time,i was charged multiple times at the same location at the same time,60,63
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,hello i checked my transactions and saw i was double charged for a restaurant visit can i get my money back,60,63
"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",hi i was at a restaurant later the week and when i went to look at my account i noticed that i got charged twice i would like to get my money back from one of those transactions,60,63
I was charged twice.,i was charged twice,60,63
I was charged twice for the same purchase!,i was charged twice for the same purchase,60,63
I was charged multiple times for one transaction.,i was charged multiple times for one transaction,60,63
I got charged twice with a duplicate card. How do I resolve this?,i got charged twice with a duplicate card how do i resolve this,60,63
I was charged more than once for a card payment I made.,i was charged more than once for a card payment i made,60,63
there were two of the same charge to my account,there were two of the same charge to my account,60,63
I was charged more than once in a single transaction,i was charged more than once in a single transaction,60,63
You charged me more than once for the same transaction!,you charged me more than once for the same transaction,60,63
Why do I have a transaction showing up more than once?,why do i have a transaction showing up more than once,60,63
Why was I charged twice for my item!,why was i charged twice for my item,60,63
My account is showing a double charge.,my account is showing a double charge,60,63
Why did my card get charged twice for a transaction?,why did my card get charged twice for a transaction,60,63
Why am I being charged again?,why am i being charged again,60,63
"I was charged twice, when I didn't purchase anything twice.",i was charged twice when i didn't purchase anything twice,60,63
One of my payments was doubled,one of my payments was doubled,60,63
I think I was double charged,i think i was double charged,60,63
"I should only have one charge, but it shows two.",i should only have one charge but it shows two,60,63
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",my account shows i have been charged twice for the same meal how do i get the second payment voided and returned to me i do not eat out much and my family is living paycheck to paycheck mostly i cannot afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card,60,63
What do I do if I have been charged twice?,what do i do if i have been charged twice,60,63
I was charged two times for the same thing.,i was charged two times for the same thing,60,63
"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",hi i was looking over my card receipts for the past week and i realize i had a charge put through two times for the same single restaurant visit can one of the charges be removed so that i can get the money back that was mistakenly taken from my account,60,63
Can you help me? I have a duplicate transaction on my account and I don't understand why.,can you help me i have a duplicate transaction on my account and i don't understand why,60,63
Why does a payment show up twice?,why does a payment show up twice,60,63
There is the same transaction showing more than once.,there is the same transaction showing more than once,60,63
Why am i being double charged for something?,why am i being double charged for something,60,63
I see a duplicate payment.,i see a duplicate payment,60,63
Will the duplicated payment be refunded?,will the duplicated payment be refunded,60,63
I have been charged twice on my statement.,i have been charged twice on my statement,60,63
I am concerned that I am being doubled charged for several items purchased in the past week.  Please review my statement and correct.,i am concerned that i am being doubled charged for several items purchased in the past week please review my statement and correct,60,63
"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",i went to the store and tried to make a purchase the first time it was declined but the second one went through but my app shows me that i've already been charged once and the second charge is still pending can you make sure that i'm not charged twice,60,63
Why was I charged twice?,why was i charged twice,60,63
I was charged multiple times for one purchase,i was charged multiple times for one purchase,60,63
Why have I been charged more than once for the same transaction?,why have i been charged more than once for the same transaction,60,63
"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",hi i was just checking over my card transactions and notice i was charged twice for a restaurant visit this week can you please remove one of these false charges from my account,60,63
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,please delete the duplicate payment that was made to my account one payment is still pending and i do not want to pay twice,60,63
A payment is showing twice. Why is that?,a payment is showing twice why is that,60,63
"Hello, I was just went through my recent transaction on my bank account and I just noticed that I was charged twice at a place that ate at this past week. Can I get that second transaction removed from my account?",hello i was just went through my recent transaction on my bank account and i just noticed that i was charged twice at a place that ate at this past week can i get that second transaction removed from my account,60,63
I received duplicate charges.,i received duplicate charges,60,63
Why am I getting double charged for multiple transactions?,why am i getting double charged for multiple transactions,60,63
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,after taking over my card transactions i noticed that was charged twice for a restaurant purchased from earlier this week can you please remove one of these transactions from my account since it is not accurate,60,63
I made a payment and it appears it is showing twice,i made a payment and it appears it is showing twice,60,63
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you remove one of them as it's wrong and clearly was declined,60,63
I noticed that my card was charged more than once for one thing.,i noticed that my card was charged more than once for one thing,60,63
"I got double charged from something, what can I do?",i got double charged from something what can i do,60,63
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",hi i checked my transactions and saw that i was charged twice during a restaurant visit i would like to get my money back,60,63
Why did I get charged more than once?,why did i get charged more than once,60,63
Why do I have a transaction showing multiple times?,why do i have a transaction showing multiple times,60,63
"Help, I was charged twice!",help i was charged twice,60,63
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,hi please can you help me fix a double charge on my card i'm looking at my transactions and this restaurant i went to earlier in the week has charged me twice please remove the additional charge for me,60,63
There is a duplicate payment on my card. Why?,there is a duplicate payment on my card why,60,63
To many charges on my card how do I go about fixing that?,to many charges on my card how do i go about fixing that,60,63
There are two of the same charge on my statement.,there are two of the same charge on my statement,60,63
My statement shows different transaction times.,my statement shows different transaction times,60,63
I have a transaction showing up multiple times.,i have a transaction showing up multiple times,60,63
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,my card is showing multiple charges for the same items on my recent statement i was wondering what actions of needed to take to fix this issue,60,63
My card was declined but it shows as multiple charges?,my card was declined but it shows as multiple charges,60,63
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,it appears as though my card payment was duplicated i paid at the store earlier today the first time it was declined and the second time it worked the app is still showing one of the payments to be pending please take one of these off because clearly the first was declined and is not correct,60,63
What do I do if a transaction shows up twice?,what do i do if a transaction shows up twice,60,63
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,hi i noticed i have a duplicate charge which i have not made twice who should i talk to take care of this,60,63
There is a payment that I was charged two times for.,there is a payment that i was charged two times for,60,63
I got charged in double and want a refund,i got charged in double and want a refund,60,63
I have multiple of the same transaction,i have multiple of the same transaction,60,63
There is more than one charge on my account for a transaction.,there is more than one charge on my account for a transaction,60,63
I need a transaction reversed from my account.,i need a transaction reversed from my account,60,63
"It seems my card payment was completed twice. I paid at the store previously and the first one did not seem to go through. After a second attempt, it did go through. I now see within the app that I have been charged twice with one of them pending. Can you please remove the pending amount because it is clearly something that was declined?",it seems my card payment was completed twice i paid at the store previously and the first one did not seem to go through after a second attempt it did go through i now see within the app that i have been charged twice with one of them pending can you please remove the pending amount because it is clearly something that was declined,60,63
I have been charged for one thing two times.,i have been charged for one thing two times,60,63
How come there is a duplicate charge on my card?,how come there is a duplicate charge on my card,60,63
Why was I charged twice for the same thing?,why was i charged twice for the same thing,60,63
I have a duplicate payment on my account,i have a duplicate payment on my account,60,63
Why does my statement show various transaction times?,why does my statement show various transaction times,60,63
Why are there multiple transactions showing for one purchase?,why are there multiple transactions showing for one purchase,60,63
I was double-charged for a transaction,i was double charged for a transaction,60,63
Why do I have two charges It should only be one charge?,why do i have two charges it should only be one charge,60,63
My bill shows the same charge more than once,my bill shows the same charge more than once,60,63
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",i went for a meal in seattle and paid the bill but i think they charged me twice the first time they swiped the card i got a notification to say the money had gone out the account but then i added a tip and i think they swiped it all again can you refund one of the charges,60,63
A transaction posted twice to my account.,a transaction posted twice to my account,60,63
I noticed a duplicate charge on my statement.,i noticed a duplicate charge on my statement,60,63
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",hey there i just went through my most recent credit card payments and i notice the same charge for a restaurant was processed twice there was only one meal at this place so i would like one of the charges to be reversed and my money to be put back in the account,60,63
I was charged twice for the same thing.,i was charged twice for the same thing,60,63
Is there a reason to why I was charged twice for a transaction?,is there a reason to why i was charged twice for a transaction,60,63
There are duplicate transactions on my account,there are duplicate transactions on my account,60,63
My transaction is showing several times.,my transaction is showing several times,60,63
"Looks like my card payment was made two time by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made two time by mistake i went to pay at the store earlier which rejected once second time it worked app is on pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,60,63
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",in reviewing my statement i show i have two charges for the same purchase at the same time which i have not made in duplicate how do i get this solved,60,63
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made twice by mistake i paid at the store earlier which rejected once second time it worked app stays at pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,60,63
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it's wrong and was declined,60,63
I was charged twice for a few things this week when I only bought one. What do I do?,i was charged twice for a few things this week when i only bought one what do i do,60,63
"I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges.",i have been double charged for a couple of things this week and would appreciate a refund for the duplicate charges,60,63
How do a reverse a duplicated charge?,how do a reverse a duplicated charge,60,63
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,the first payment i attempted for my card at the store earlier did not process so i had to make a second attempt the second time it worked it now appears i was charged twice after looking at the app i see a pending charge please remove the pending amount because it is clearly not accurate and was declined,60,63
I've got a repeated tranasaction on my card.,i've got a repeated tranasaction on my card,60,63
I got charged twice,i got charged twice,60,63
I have a transaction showing up more than once.,i have a transaction showing up more than once,60,63
Can you explain the various transaction times shown on my statement?,can you explain the various transaction times shown on my statement,60,63
I was charged too many times for one transaction.,i was charged too many times for one transaction,60,63
Who should I talk to or go to resolve a duplicate charge on my statement?,who should i talk to or go to resolve a duplicate charge on my statement,60,63
Why was I charged twice for the same transaction?,why was i charged twice for the same transaction,60,63
Looking at my statement I see that I was double charged for a payment I made.,looking at my statement i see that i was double charged for a payment i made,60,63
I have been charged twice for the same thing!,i have been charged twice for the same thing,60,63
I think I was charged double for something I bought - how long should I wait before reporting this?,i think i was charged double for something i bought how long should i wait before reporting this,60,63
Why is there a payment showing twice?,why is there a payment showing twice,60,63
A duplicated payment was made for something.,a duplicated payment was made for something,60,63
Why is there are there two of the same transaction?,why is there are there two of the same transaction,60,63
My account seems a bit off and getting weird charges.,my account seems a bit off and getting weird charges,60,63
I have have multiple charges for one transaction.,i have have multiple charges for one transaction,60,63
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,hello i just noticed i was charged two times for a restaurant i visited this week can you reverse the additional charge,60,63
where exactly does money come from,where exactly does money come from,68,70
Where did my money come from?,where did my money come from,68,70
Can I check to see where the funds came from?,can i check to see where the funds came from,68,70
What are the sources for the funds in my account?,what are the sources for the funds in my account,68,70
need to know where money comes from,need to know where money comes from,68,70
Show me how to look at the source of my current funds?,show me how to look at the source of my current funds,68,70
Can I trace where my funds came from?,can i trace where my funds came from,68,70
I have to verify my source of funds.,i have to verify my source of funds,68,70
who can put money in my account?,who can put money in my account,68,70
Can I see where my money came from?,can i see where my money came from,68,70
My source of funds need verification.,my source of funds need verification,68,70
What source do my fund come from?,what source do my fund come from,68,70
Can you tell me where my readily available cash has come from?,can you tell me where my readily available cash has come from,68,70
I would like to know where my source of funds came from.,i would like to know where my source of funds came from,68,70
What is my source of funds?,what is my source of funds,68,70
where to i get my funds from?,where to i get my funds from,68,70
"I need to know this, where do my funds come from?",i need to know this where do my funds come from,68,70
What information do I need to see my source of money?,what information do i need to see my source of money,68,70
How will I know where my funds are coming from?,how will i know where my funds are coming from,68,70
How can I tell where the money came from?,how can i tell where the money came from,68,70
Is there a way to view the history on where my funds came from?,is there a way to view the history on where my funds came from,68,70
Can I see the source of my available money?,can i see the source of my available money,68,70
I require verification for my source of funds.,i require verification for my source of funds,68,70
what is source of my money,what is source of my money,68,70
How can I look at where my available cash is coming from?,how can i look at where my available cash is coming from,68,70
Where can I find information about where my money came from?,where can i find information about where my money came from,68,70
Where can I see where funds came from?,where can i see where funds came from,68,70
Who is giving me my money?,who is giving me my money,68,70
Where do I go to see the source of my available money?,where do i go to see the source of my available money,68,70
Is there a way for me to check my balance?,is there a way for me to check my balance,68,70
I need to know where do my funds come from,i need to know where do my funds come from,68,70
Where do my available funds come from?,where do my available funds come from,68,70
What kind of security protects my money?,what kind of security protects my money,68,70
Can you tell me how I would go about learning where my funds came from?,can you tell me how i would go about learning where my funds came from,68,70
Can I track history on funds?,can i track history on funds,68,70
where can I see who sent me funds,where can i see who sent me funds,68,70
What do I need to do to verify my funds?,what do i need to do to verify my funds,68,70
My source of funds require verification.,my source of funds require verification,68,70
"my money, where is it coming from?",my money where is it coming from,68,70
I need to know where my funds come from.,i need to know where my funds come from,68,70
I would like to know where the funds are at.,i would like to know where the funds are at,68,70
help me find where this money came from,help me find where this money came from,68,70
What do I need to see my source of money?,what do i need to see my source of money,68,70
Is there a way to see where my money originally came from?,is there a way to see where my money originally came from,68,70
where are the transfers originating,where are the transfers originating,68,70
How do I verify my source of funds?,how do i verify my source of funds,68,70
I want to know where my money comes from.,i want to know where my money comes from,68,70
I need to verify the source of funds.,i need to verify the source of funds,68,70
How do I verify the source of my funds?,how do i verify the source of my funds,68,70
How can I lookup the source for my available money?,how can i lookup the source for my available money,68,70
I need to see where my money came from.,i need to see where my money came from,68,70
Are there steps to see where my funds come from?,are there steps to see where my funds come from,68,70
I would like to verify my source of funds.,i would like to verify my source of funds,68,70
How do I find out where my funds came from?,how do i find out where my funds came from,68,70
Can I see where my money is being transferred from?,can i see where my money is being transferred from,68,70
I would like to know how to work out where my funds came from?,i would like to know how to work out where my funds came from,68,70
Where can I see where my funds came from?,where can i see where my funds came from,68,70
Is there a way to tell where the money came from?,is there a way to tell where the money came from,68,70
need to verify source of funds,need to verify source of funds,68,70
How do I know where my money comes from?,how do i know where my money comes from,68,70
How can I find the source for my available funds and money?,how can i find the source for my available funds and money,68,70
Why do I need to verify my funds?,why do i need to verify my funds,68,70
My funds must be verified,my funds must be verified,68,70
how do i track the moeney,how do i track the moeney,68,70
What is the source of funds for my money?,what is the source of funds for my money,68,70
How do I know where my funds come from?,how do i know where my funds come from,68,70
Can you tell me how to tell where my funds come from?,can you tell me how to tell where my funds come from,68,70
Can I see my available money?,can i see my available money,68,70
is there a way to see where funds come from,is there a way to see where funds come from,68,70
Is there a way to see my money's source?,is there a way to see my money's source,68,70
Please verify my source of funds.,please verify my source of funds,68,70
I must verify the source of my funds,i must verify the source of my funds,68,70
where can I get the info for my funds,where can i get the info for my funds,68,70
Can you tell me where my funds come from?,can you tell me where my funds come from,68,70
Is there a way to lookup where funds came from?,is there a way to lookup where funds came from,68,70
Verify my source of funds?,verify my source of funds,68,70
How can I prove the source of my funds?,how can i prove the source of my funds,68,70
How can I know where did my funds come from?,how can i know where did my funds come from,68,70
How can I receive verification for the source of my funds?,how can i receive verification for the source of my funds,68,70
where is this money from,where is this money from,68,70
How can I tell the source for my available funds?,how can i tell the source for my available funds,68,70
I need to verify my funds.,i need to verify my funds,68,70
How do I see my source of funds?,how do i see my source of funds,68,70
I require verification of my source of funds.,i require verification of my source of funds,68,70
Where do my fund come from?,where do my fund come from,68,70
I want to know the source of my funds.,i want to know the source of my funds,68,70
where can i see money source?,where can i see money source,68,70
where did my funds come from?,where did my funds come from,68,70
i need to trace a deposit,i need to trace a deposit,68,70
How can I find out the source of my available cash?,how can i find out the source of my available cash,68,70
can i see money source?,can i see money source,68,70
Where can I find out where my funds came from?,where can i find out where my funds came from,68,70
Show me the source of my money.,show me the source of my money,68,70
Where can I find my fund information?,where can i find my fund information,68,70
How do I find out my source of funds?,how do i find out my source of funds,68,70
How do I know where the funds come from?,how do i know where the funds come from,68,70
Please explain to me how to know where my funds are from.,please explain to me how to know where my funds are from,68,70
Where is my top-up generated from?,where is my top up generated from,68,70
Where did my deposit for my source of funds come from?,where did my deposit for my source of funds come from,68,70
Can I see where my funds come from?,can i see where my funds come from,68,70
Where can I check out the source of available funds in my account?,where can i check out the source of available funds in my account,68,70
Can someone please explain to me where my source of funds came from?,can someone please explain to me where my source of funds came from,68,70
want to know where funds come from,want to know where funds come from,68,70
Where can I check to see where the money in my account came from?,where can i check to see where the money in my account came from,68,70
How can I find out where the funds are flow?,how can i find out where the funds are flow,68,70
What do I do to verify my source of funds?,what do i do to verify my source of funds,68,70
I'd like to know where my funds come from.,i'd like to know where my funds come from,68,70
How can I check to see where my funds come from?,how can i check to see where my funds come from,68,70
is there a way i can see source of money?,is there a way i can see source of money,68,70
How can I verify my source of funds?,how can i verify my source of funds,68,70
Where do my funds originate from?,where do my funds originate from,68,70
What is the source of the money in my account?,what is the source of the money in my account,68,70
How do I see the source of my money?,how do i see the source of my money,68,70
How long am I to wait before the transfer gets to my account?,how long am i to wait before the transfer gets to my account,64,67
Will the transfer show up in my account soon?,will the transfer show up in my account soon,64,67
What time will a transfer from the US take?,what time will a transfer from the us take,64,67
When will the money reach my  account?,when will the money reach my account,64,67
How long does it take to get my money,how long does it take to get my money,64,67
When does my transfer from the US arrive in my account?,when does my transfer from the us arrive in my account,64,67
"I desperately need to transfer something from China, Please give me the wait time.",i desperately need to transfer something from china please give me the wait time,64,67
I am yet to receive the money in my account how long will this take?,i am yet to receive the money in my account how long will this take,64,67
Does a US transfer take long,does a us transfer take long,64,67
How long will this transfer from europe take?,how long will this transfer from europe take,64,67
Will I see the transfer in my account within the week?,will i see the transfer in my account within the week,64,67
How long should I have to wait before I see the transfer in my account?,how long should i have to wait before i see the transfer in my account,64,67
When will my transfer post to my account?,when will my transfer post to my account,64,67
How long does a European transfer take?,how long does a european transfer take,64,67
How many days do I have to wait for the transfer to reach my account?,how many days do i have to wait for the transfer to reach my account,64,67
I am waiting for the money to enter my account. How long does it take?,i am waiting for the money to enter my account how long does it take,64,67
How long will an urgent transfer from China take?,how long will an urgent transfer from china take,64,67
How long do transfers from Europe take?,how long do transfers from europe take,64,67
I have to quickly transfer something to China. How long will it take to arrive there?,i have to quickly transfer something to china how long will it take to arrive there,64,67
How long will I have to wait for my money to be in my account?,how long will i have to wait for my money to be in my account,64,67
"In the US, how long is the wait for a transfer?",in the us how long is the wait for a transfer,64,67
Where is my money transfer?,where is my money transfer,64,67
How long does a transfer take to reach one's account.,how long does a transfer take to reach one's account,64,67
Where's the money from my transfer from Europe?,where's the money from my transfer from europe,64,67
How long will a transfer from Europe take?,how long will a transfer from europe take,64,67
There is an urgent thing that I need to transfer from China. Approximately how long will it take?,there is an urgent thing that i need to transfer from china approximately how long will it take,64,67
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,i need to transfer funds from china and quick expedition is crucial approximately how long does it take for a transfer from china to go through,64,67
How long will a transfer from the US take?,how long will a transfer from the us take,64,67
How long do I wait for a transfer from the United States?,how long do i wait for a transfer from the united states,64,67
What is the timeframe for a transfer in Europe?,what is the timeframe for a transfer in europe,64,67
How long do I have to wait for a US transfer?,how long do i have to wait for a us transfer,64,67
"I have been waiting for my transfer, shouldn't it be here already?",i have been waiting for my transfer shouldn't it be here already,64,67
How fast can I transfer something from China?,how fast can i transfer something from china,64,67
"My Bank is in Europe, how long will the transfer take?",my bank is in europe how long will the transfer take,64,67
I urgently need to transfer something from China. How long can I expect it to take?,i urgently need to transfer something from china how long can i expect it to take,64,67
How many days does it take for a transfer to go through?,how many days does it take for a transfer to go through,64,67
When will the money show in my account?,when will the money show in my account,64,67
what is the average wait for transfers,what is the average wait for transfers,64,67
How long until the transfer is reflected on my account balance?,how long until the transfer is reflected on my account balance,64,67
How long do I have to wait for Europe transfers?,how long do i have to wait for europe transfers,64,67
When can I use money sent to my account?,when can i use money sent to my account,64,67
How long does a transfer from the US take?,how long does a transfer from the us take,64,67
How long is the transfer?,how long is the transfer,64,67
"I've made a transfer, how long until the money reaches my account?",i've made a transfer how long until the money reaches my account,64,67
"I'm waiting for a transfer from the US, how much longer?",i'm waiting for a transfer from the us how much longer,64,67
What is the estimated time on an urgent transfer from China?,what is the estimated time on an urgent transfer from china,64,67
Can you please tell me how long it takes for the transfer to be available.,can you please tell me how long it takes for the transfer to be available,64,67
Can I quickly send a transfer from China?  How long will it take?,can i quickly send a transfer from china how long will it take,64,67
What is the wait time until money reaches my account?,what is the wait time until money reaches my account,64,67
How long does it take for a transfer to show up in my account?,how long does it take for a transfer to show up in my account,64,67
When will my transfer be in my account?,when will my transfer be in my account,64,67
How long does it take in Europe to do a transfer?,how long does it take in europe to do a transfer,64,67
What's the wait time for European transfers?,what's the wait time for european transfers,64,67
What is the time period for money to be transferred?,what is the time period for money to be transferred,64,67
When can I expect money to be transferred to my account?,when can i expect money to be transferred to my account,64,67
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",how long does it take to transfer from china is there a way to transfer it quickly i need it urgently,64,67
I need to transfer something to China. It is urgent. How many days will it take to get there?,i need to transfer something to china it is urgent how many days will it take to get there,64,67
